school_type_enc,subject_category_enc,total_students,teacher_count,past_avg_score,past_pass_rate,submission_rate,marks_deadline_set,days_to_exam,years_of_history,predicted_avg_score
3,1,337,17,55.46,0.4869,0.7771,1,255,9,50.18
2,3,199,14,79.91,0.7872,0.761,1,157,1,84.09
3,3,288,13,64.49,0.6835,0.7289,1,199,4,61.69
4,1,276,16,47.51,0.4452,0.9727,1,66,9,55.26
2,1,250,11,47.58,0.5112,0.9193,1,80,7,45.49
3,3,256,10,53.59,0.4575,0.7903,1,163,7,55.96
3,1,161,7,49.15,0.4374,0.991,1,63,3,58.81
1,1,132,6,35.65,0.37,0.557,1,51,5,29.73
4,3,65,4,58.07,0.4969,0.8283,1,303,5,62.38
2,1,214,13,41.35,0.4406,0.7926,1,123,8,44.27
3,3,283,14,0.0,0.0,0.7323,1,16,0,59.25
2,1,227,18,39.5,0.3935,0.8272,0,282,1,44.73
2,3,186,11,65.78,0.6781,0.3325,0,281,3,55.64
1,3,87,6,66.29,0.5986,0.7002,1,185,5,67.79
4,1,250,19,63.2,0.6177,0.7842,1,117,5,62.36
1,3,28,2,62.97,0.6535,0.5452,1,334,8,70.74
3,2,196,8,61.37,0.5584,0.593,1,187,6,58.18
4,2,151,8,60.98,0.6462,0.7358,1,103,10,60.18
4,1,240,9,65.6,0.6196,0.8028,0,161,10,66.17
3,2,60,2,66.98,0.5869,0.7309,1,175,10,65.15
2,2,178,10,36.67,0.3157,0.5622,1,106,4,32.53
2,2,134,11,42.03,0.3714,0.9362,1,144,2,52.3
3,3,321,21,68.92,0.7227,0.7877,1,304,5,72.17
4,2,335,16,0.0,0.0,0.5866,1,284,0,59.66
4,2,188,8,70.18,0.7424,0.7688,1,242,5,70.45
2,2,125,10,64.14,0.6745,0.9926,1,64,6,72.33
3,3,42,2,43.85,0.4715,0.6028,1,250,3,40.71
4,3,138,6,58.93,0.5605,0.7248,1,138,3,67.79
1,3,82,3,64.87,0.693,0.5931,1,75,5,64.17
4,1,45,2,64.8,0.6569,0.7784,0,53,1,55.21
3,2,261,18,56.42,0.4876,0.8447,1,149,4,59.83
1,3,147,6,57.75,0.5017,0.8573,1,168,10,60.85
2,1,166,8,66.89,0.6618,0.5144,0,140,7,57.8
4,1,278,12,72.25,0.6476,0.7578,0,365,2,66.68
4,1,80,4,64.14,0.6065,0.8438,1,120,9,65.29
1,2,254,12,64.01,0.5531,0.8895,1,26,2,60.62
2,2,237,11,43.67,0.4759,0.505,1,248,1,38.73
4,3,278,18,72.65,0.791,0.5062,1,246,5,70.23
2,1,256,17,66.27,0.6263,0.5801,0,48,1,64.09
4,2,154,9,74.25,0.7691,0.9994,1,66,4,75.38
1,2,28,2,44.31,0.485,0.8798,1,160,4,51.28
2,1,228,18,49.98,0.4475,0.6349,1,52,5,54.52
1,3,164,10,67.33,0.6026,0.6041,1,103,7,61.4
4,3,140,5,64.49,0.6141,0.8013,1,163,7,64.65
2,2,201,8,49.91,0.4719,0.3585,0,351,5,39.46
1,2,71,4,61.14,0.6024,0.8787,1,156,6,64.77
4,2,270,14,55.92,0.5402,0.9539,1,266,8,59.37
3,2,143,8,63.53,0.6285,0.6105,0,302,10,63.06
2,1,248,15,0.0,0.0,0.8685,1,280,0,62.22
2,2,336,13,51.62,0.4808,0.5972,0,271,10,46.18
4,2,283,20,57.1,0.5673,0.6593,1,231,3,58.9
1,1,58,2,60.56,0.6569,0.308,0,178,3,43.99
1,1,35,2,44.73,0.4224,0.8719,1,216,8,44.0
1,1,289,15,51.72,0.4551,0.5116,1,57,9,45.81
4,3,145,10,65.16,0.5867,0.9158,1,354,7,68.84
4,3,341,27,0.0,0.0,0.8665,1,163,0,69.78
1,3,242,13,45.31,0.3878,0.9206,1,311,4,50.65
3,3,74,3,73.97,0.805,0.3529,0,53,3,58.3
3,3,157,9,79.0,0.7325,0.5946,1,143,2,67.67
1,1,147,9,42.12,0.3612,0.9717,1,320,6,44.62
3,2,246,13,0.0,0.0,0.6028,0,146,0,61.15
2,3,301,12,49.16,0.4452,0.9612,1,157,8,52.73
1,1,42,2,54.23,0.5812,0.8444,1,79,8,50.06
3,3,123,7,73.38,0.8064,0.4621,0,91,2,64.74
1,3,194,14,63.08,0.6445,0.8142,1,333,1,71.99
1,2,228,16,0.0,0.0,0.6309,0,122,0,50.97
1,1,68,4,43.4,0.3721,0.8728,1,99,3,48.99
2,1,346,19,18.13,0.1581,0.7974,0,282,5,21.22
4,2,191,12,65.87,0.7198,0.5889,1,83,4,70.98
4,2,178,10,0.0,0.0,0.3485,0,131,0,74.86
1,2,345,13,32.22,0.3135,0.4292,0,295,4,24.06
4,3,111,7,71.63,0.6315,0.9764,1,211,5,72.25
4,1,223,9,50.49,0.5495,0.638,1,49,6,51.44
4,2,304,17,68.32,0.6605,0.3878,0,40,4,56.79
2,2,80,3,66.35,0.647,0.6507,1,84,4,64.24
3,1,182,14,71.22,0.7029,0.5754,1,182,6,65.06
4,2,108,6,55.4,0.5797,0.5198,0,363,9,52.22
1,1,76,3,50.39,0.4977,0.7318,1,11,9,49.28
4,1,325,14,66.97,0.7157,0.5894,1,43,8,57.67
4,3,36,2,70.45,0.66,0.3554,0,32,6,67.71
2,1,184,12,70.15,0.6107,0.6236,1,25,4,68.07
3,3,295,16,70.47,0.7275,0.6925,1,39,3,70.63
2,1,78,3,67.71,0.7157,0.9562,1,35,8,73.91
1,1,132,8,55.9,0.58,0.5495,1,248,7,50.6
4,1,347,15,63.34,0.6588,0.8419,1,325,2,76.03
3,1,322,15,50.47,0.5384,0.8143,1,49,10,54.48
2,2,109,5,0.0,0.0,0.5832,1,280,0,50.21
4,3,264,13,0.0,0.0,0.734,1,222,0,67.46
1,2,81,3,67.6,0.7396,0.7916,0,356,7,59.8
4,2,271,14,57.52,0.6093,0.7831,0,296,1,58.77
1,1,32,2,52.42,0.4936,0.9336,1,266,8,58.55
3,3,175,12,69.15,0.62,0.5608,1,309,2,71.28
1,2,307,18,30.24,0.2766,0.51,1,236,7,27.81
4,3,85,5,61.97,0.6729,0.3302,0,69,5,47.08
4,2,27,2,0.0,0.0,0.5002,0,342,0,67.44
3,1,82,4,62.22,0.6188,0.9276,1,267,3,64.95
3,1,242,12,62.45,0.5665,0.5026,0,46,1,52.01
4,2,306,12,59.35,0.5644,0.6155,1,324,4,60.68
1,1,26,2,41.96,0.409,0.9968,1,261,1,47.86
4,1,197,12,66.1,0.5844,0.9529,1,262,1,69.67
2,3,215,9,57.27,0.524,0.9694,1,33,7,61.92
4,1,103,6,70.88,0.6796,0.9954,1,153,4,71.4
2,1,208,16,59.31,0.6267,0.6808,1,144,1,60.86
4,3,271,13,0.0,0.0,0.5677,0,167,0,78.43
2,3,251,15,64.44,0.6832,0.6622,1,245,1,62.53
2,3,113,6,47.67,0.4228,0.7775,1,163,6,46.36
1,2,30,2,44.8,0.4573,0.8201,0,115,6,48.51
4,2,238,11,65.49,0.6433,0.9179,1,320,5,68.28
1,2,159,8,58.51,0.6427,0.6169,1,39,8,55.51
2,2,28,2,0.0,0.0,0.9718,1,319,0,48.74
4,3,67,2,59.42,0.6464,0.6571,1,359,5,54.65
3,2,281,14,54.45,0.5309,0.6273,1,233,7,53.73
1,1,294,19,23.6,0.2448,0.7008,0,102,2,28.62
1,3,100,5,74.33,0.7733,0.9151,1,343,1,75.85
1,2,79,4,0.0,0.0,0.5788,1,288,0,37.45
4,3,308,20,77.34,0.7395,0.6037,1,101,5,77.53
2,1,316,14,0.0,0.0,0.8386,0,146,0,59.75
2,3,64,5,52.53,0.4498,0.5555,0,19,8,54.76
1,2,124,6,0.0,0.0,0.8426,1,26,0,41.25
2,2,259,18,59.63,0.5237,0.58,1,152,4,62.05
4,2,27,2,84.41,0.7243,0.9648,1,143,9,99.67
3,1,334,22,67.34,0.599,0.5901,1,54,9,69.68
2,3,203,9,68.36,0.7477,0.7146,1,74,4,67.79
4,2,194,8,64.11,0.5936,0.7941,1,145,7,58.44
3,1,304,17,0.0,0.0,0.7476,1,196,0,60.69
4,1,77,3,74.87,0.7478,0.7244,0,200,2,70.22
2,3,41,2,34.05,0.3086,0.6742,1,108,8,32.38
2,1,150,9,0.0,0.0,0.5058,0,343,0,65.34
3,2,341,14,65.39,0.7175,0.8981,1,359,3,69.9
4,3,283,12,67.01,0.674,0.6228,1,93,8,70.01
3,1,243,17,57.9,0.496,0.8702,1,340,8,62.94
3,2,71,5,77.47,0.804,0.9538,1,323,9,83.34
2,1,279,16,58.8,0.5705,0.6858,1,91,1,57.9
2,3,162,7,60.25,0.6058,0.793,1,102,9,62.92
4,2,271,16,76.27,0.6727,0.9754,1,252,6,79.38
4,2,221,16,76.54,0.7321,0.8832,1,23,2,76.43
1,3,297,12,34.72,0.3711,0.5955,1,64,5,36.72
3,2,30,2,72.09,0.6309,0.6498,1,351,4,77.71
1,3,327,18,54.77,0.5013,0.5634,1,364,2,53.77
2,1,281,14,26.8,0.2747,0.5547,1,102,4,21.31
1,2,46,2,45.99,0.4349,0.9808,1,130,10,52.38
4,2,73,4,63.23,0.6113,0.6449,1,231,9,59.97
3,1,282,12,62.61,0.6473,0.9148,1,287,5,69.2
4,3,269,19,88.88,0.8439,0.6215,0,96,2,85.58
3,2,188,8,75.28,0.7877,0.7777,1,98,1,77.97
1,3,118,7,65.84,0.6842,0.7236,1,292,10,63.37
4,1,117,5,58.33,0.6199,0.3894,0,150,1,53.32
2,3,30,2,62.95,0.5619,0.5199,1,219,9,58.19
4,1,200,8,0.0,0.0,0.6807,1,109,0,67.56
2,1,45,3,43.8,0.4396,0.7181,0,304,3,44.76
2,3,342,23,65.42,0.5703,0.6912,1,12,2,70.57
1,2,98,5,71.91,0.6179,0.7001,1,360,10,72.39
1,2,248,10,28.1,0.2889,0.5074,1,176,6,27.93
2,2,71,3,63.06,0.6399,0.8366,1,115,6,69.22
4,1,31,2,62.96,0.687,0.9693,1,60,9,74.97
4,2,84,3,76.93,0.7424,0.8292,1,208,3,68.45
4,1,241,10,65.5,0.5862,0.9094,1,229,3,62.16
1,2,286,14,0.0,0.0,0.9179,1,263,0,51.57
2,1,111,7,52.15,0.5013,0.6337,1,264,3,51.95
4,2,125,6,70.06,0.7288,0.4974,0,160,6,63.76
3,3,95,5,78.98,0.6795,0.5865,1,274,9,67.0
1,3,31,2,0.0,0.0,0.6136,1,182,0,56.2
3,1,71,4,55.68,0.5572,0.5163,1,122,4,57.58
4,3,50,3,85.0,0.8574,0.6468,1,243,10,75.39
3,2,133,7,64.11,0.6656,0.9815,1,189,6,67.91
4,2,92,4,75.22,0.7813,0.9623,1,44,6,78.8
1,3,215,9,48.06,0.4264,0.8479,1,305,9,50.22
1,1,45,2,42.34,0.4489,0.5102,1,130,10,34.75
4,1,197,8,72.63,0.7835,0.6228,1,23,3,65.15
4,2,36,2,57.61,0.5906,0.5601,1,79,7,57.99
4,2,319,15,67.72,0.6521,0.7155,1,121,1,65.48
3,3,223,12,48.76,0.4843,0.6739,0,96,3,46.83
4,2,37,2,61.7,0.6553,0.8184,1,302,5,58.17
2,1,55,3,51.21,0.4894,0.5389,1,215,8,49.28
4,2,130,9,0.0,0.0,0.7011,1,93,0,56.76
1,2,123,5,29.57,0.289,0.8365,1,300,9,30.53
2,2,190,7,62.03,0.647,0.3497,0,13,3,42.59
3,3,159,11,63.38,0.6525,0.8435,1,350,9,69.36
2,1,192,12,44.5,0.4452,0.4553,0,299,10,37.86
1,2,331,23,39.47,0.3543,0.9981,1,281,9,52.73
2,2,167,8,69.36,0.7303,0.8914,1,365,3,64.7
4,3,300,22,49.9,0.4724,0.8204,1,349,7,60.12
2,3,295,15,0.0,0.0,0.6578,0,139,0,74.53
2,3,127,5,0.0,0.0,0.3299,0,316,0,37.97
2,2,49,3,52.99,0.5338,0.6523,0,43,8,47.94
2,3,237,12,63.63,0.5884,0.8761,1,25,10,62.3
1,2,321,13,62.49,0.5599,0.8157,1,55,9,63.83
4,3,82,3,78.02,0.7553,0.5078,1,26,6,68.12
2,1,54,2,53.83,0.5913,0.8363,1,145,2,52.0
4,3,119,5,84.51,0.9032,0.5406,1,15,5,75.01
3,3,108,5,70.05,0.633,0.7928,1,89,5,74.46
2,1,118,6,43.54,0.4589,0.625,1,202,4,41.82
4,1,149,8,79.33,0.8417,0.6542,1,190,2,71.94
4,2,281,12,82.33,0.8601,0.5081,1,134,8,69.12
4,3,286,14,80.11,0.7515,0.7259,1,265,1,75.11
4,2,102,4,77.08,0.7329,0.8877,1,280,2,79.31
4,2,322,20,65.4,0.7141,0.8333,1,99,7,70.11
3,1,334,17,64.62,0.6494,0.5293,0,47,2,60.44
4,3,201,11,66.55,0.7168,0.8287,1,89,9,64.51
2,1,189,8,46.1,0.4512,0.7255,1,105,7,40.21
3,2,155,8,0.0,0.0,0.9335,1,138,0,73.29
2,1,122,4,50.91,0.4435,0.7012,1,25,9,45.43
3,1,263,10,64.39,0.6993,0.6525,1,343,2,54.22
2,1,313,24,55.82,0.491,0.7463,0,263,4,57.8
4,1,41,2,74.87,0.7621,0.8711,1,351,8,80.45
2,2,102,8,60.78,0.5521,0.5155,1,258,2,65.31
1,3,158,8,42.5,0.4217,0.8884,1,27,9,53.47
3,2,68,3,45.94,0.4187,0.7243,1,219,5,38.73
4,3,195,7,81.49,0.8419,0.6452,1,13,2,71.34
3,1,156,11,57.91,0.5383,0.8283,1,256,2,62.95
4,1,31,2,52.53,0.4561,0.6748,1,125,7,56.51
4,1,116,4,57.12,0.5848,0.8721,1,308,2,60.16
2,3,272,18,59.95,0.5372,0.9982,1,150,7,66.25
4,2,163,8,0.0,0.0,0.9794,1,222,0,74.47
2,1,27,2,51.28,0.4889,0.7164,0,46,7,52.73
3,1,272,12,51.58,0.4832,0.6918,1,140,10,51.88
1,3,206,11,51.52,0.4825,0.8645,1,58,5,53.82
3,2,342,19,79.44,0.8584,0.5705,0,252,5,80.51
1,1,31,2,48.35,0.5189,0.452,0,19,5,42.19
2,1,66,2,0.0,0.0,0.7943,1,211,0,49.5
1,1,288,17,19.54,0.1797,0.8719,1,347,8,25.01
4,3,189,13,67.28,0.5871,0.6412,1,233,5,67.78
2,3,146,8,52.82,0.474,0.65,1,20,6,51.31
1,2,334,17,0.0,0.0,0.5205,1,357,0,33.36
1,3,347,14,48.41,0.5163,0.4098,0,84,4,40.71
1,2,300,19,35.97,0.3777,0.662,0,67,5,35.19
4,1,106,7,68.06,0.617,0.8391,1,253,5,67.27
3,2,270,12,0.0,0.0,0.8394,1,357,0,68.28
2,1,252,11,28.21,0.2833,0.6219,1,149,4,26.25
4,2,92,3,61.87,0.5643,0.7881,1,11,2,60.44
2,3,221,17,77.04,0.7485,0.7242,1,120,8,82.63
4,3,51,2,0.0,0.0,0.6194,1,14,0,63.65
3,1,69,3,71.57,0.656,0.5998,0,71,6,66.3
1,3,85,3,0.0,0.0,0.6186,1,24,0,48.32
3,2,105,5,68.83,0.7048,0.9287,1,304,7,67.6
2,2,298,16,70.77,0.7542,0.9586,1,262,2,79.57
3,2,347,17,64.0,0.6331,0.8467,1,178,2,64.84
2,3,347,17,71.77,0.7168,0.6752,1,118,8,67.11
3,2,228,9,85.22,0.8705,0.5713,0,263,2,73.21
1,2,145,5,42.06,0.3683,0.5698,1,287,6,35.04
3,2,103,4,72.55,0.7617,0.5772,0,23,6,64.12
1,2,59,3,63.56,0.6556,0.7116,1,58,10,63.12
4,3,56,3,74.12,0.6755,0.7212,1,145,2,75.49
1,3,212,14,48.77,0.5135,0.9938,1,249,10,52.3
4,1,318,13,62.45,0.6303,0.7174,1,163,1,52.07
4,3,88,4,77.78,0.8325,0.7474,1,331,3,73.46
1,2,264,20,55.15,0.5645,0.9006,1,55,2,52.63
3,1,76,3,62.23,0.5329,0.7444,1,121,2,66.08
4,1,93,6,76.99,0.8216,0.6611,1,93,6,78.37
4,2,120,7,66.8,0.6469,0.8132,0,91,7,65.25
3,3,97,7,76.84,0.6712,0.5001,1,226,3,74.81
2,1,167,10,48.32,0.5269,0.5353,1,312,3,39.87
1,3,272,16,51.3,0.4705,0.9483,1,39,5,52.52
4,2,343,26,62.83,0.6847,0.3021,0,211,8,57.44
2,3,104,7,39.08,0.3469,0.5472,0,249,6,32.42
2,1,284,13,0.0,0.0,0.7009,1,162,0,57.28
4,1,131,6,0.0,0.0,0.7387,0,181,0,67.95
3,1,94,4,43.07,0.4445,0.5601,0,162,1,39.25
4,2,34,2,57.89,0.5653,0.7101,1,200,6,63.23
1,2,45,2,50.14,0.4501,0.9911,1,334,6,58.35
4,2,235,10,55.72,0.5565,0.6044,1,277,4,52.23
2,3,273,12,47.89,0.4919,0.7991,1,49,8,50.05
4,1,326,15,81.26,0.748,0.8309,1,83,5,81.41
4,2,138,5,71.42,0.7665,0.3555,0,290,4,52.02
1,3,78,4,34.86,0.3182,0.3403,0,360,4,26.3
4,2,108,7,54.03,0.5695,0.8516,1,165,3,67.72
2,2,228,10,52.36,0.5123,0.5707,1,75,8,46.73
2,2,272,21,43.08,0.425,0.5337,1,277,10,48.63
2,3,155,7,57.98,0.6348,0.9862,1,148,5,66.33
4,1,244,11,60.69,0.5568,0.6934,1,357,9,52.08
4,1,128,7,65.99,0.6556,0.346,0,215,1,55.93
2,1,188,8,60.46,0.5905,0.6653,1,350,10,64.35
3,2,208,8,66.49,0.6075,0.5029,1,36,5,60.01
4,3,237,10,65.76,0.6068,0.3392,0,205,2,52.2
2,1,156,6,63.24,0.6342,0.5025,1,113,4,55.78
2,3,243,19,51.54,0.5459,0.9336,1,42,3,49.1
4,1,48,2,71.77,0.7745,0.7056,1,98,4,66.29
1,3,338,15,51.68,0.4432,0.9363,1,45,3,54.8
1,3,246,12,61.91,0.6569,0.7879,1,259,9,65.83
2,2,162,12,55.6,0.5267,0.5066,1,172,5,56.64
3,2,276,17,61.03,0.5678,0.9767,1,303,8,67.04
3,3,346,15,0.0,0.0,0.8404,0,10,0,73.46
2,3,47,2,49.69,0.4663,0.9875,1,81,1,52.94
1,2,122,5,59.8,0.6195,0.7356,1,282,2,57.77
4,2,83,4,69.16,0.6767,0.6337,1,361,1,63.16
1,3,292,13,53.43,0.5398,0.8482,1,151,2,50.92
1,3,137,9,46.7,0.4006,0.8613,1,202,6,49.33
2,2,240,10,43.3,0.46,0.8499,1,206,4,41.71
4,1,69,4,64.88,0.7012,0.5452,1,286,8,60.55
2,2,210,9,53.3,0.5321,0.5312,0,88,9,51.92
2,1,267,19,46.5,0.4536,0.9903,1,97,9,54.77
1,1,244,15,66.66,0.6712,0.8355,1,292,4,63.84
3,2,157,12,75.38,0.72,0.6013,1,278,7,82.57
1,2,132,7,58.22,0.5668,0.6196,0,199,1,56.18
4,1,283,18,61.03,0.5864,0.3126,0,89,8,56.22
4,1,102,6,60.92,0.6604,0.8013,1,333,6,62.11
3,3,304,22,87.07,0.8809,0.8218,1,345,9,90.02
2,1,275,22,40.29,0.4397,0.3651,0,242,6,42.47
2,1,309,22,45.96,0.4604,0.4512,0,271,8,38.15
3,3,257,10,52.71,0.5127,0.8071,1,275,3,51.5
2,1,31,2,49.76,0.4524,0.3939,0,346,7,42.62
3,2,199,9,63.94,0.6516,0.3698,0,57,10,50.2
4,3,138,7,54.07,0.4952,0.9909,1,285,4,64.35
3,1,182,7,0.0,0.0,0.8508,1,88,0,90.74
3,1,126,7,56.26,0.5336,0.7669,1,48,7,57.94
1,3,255,12,29.89,0.258,0.6161,1,164,8,31.98
3,2,287,18,60.34,0.5571,0.9948,1,226,6,63.68
4,2,136,5,69.35,0.6448,0.5742,0,348,9,63.83
4,2,256,12,67.24,0.5963,0.5522,1,211,2,62.49
2,3,70,4,71.55,0.7731,0.8213,1,126,5,73.75
4,3,215,16,75.34,0.687,0.6945,1,248,5,77.34
2,2,266,12,58.31,0.5214,0.7087,0,303,6,51.55
1,3,274,17,60.27,0.5127,0.3889,0,94,9,53.45
1,3,307,23,41.99,0.4505,0.7333,0,163,4,48.62
4,3,54,2,64.28,0.6246,0.5129,1,75,4,54.62
2,3,148,6,0.0,0.0,0.7124,1,334,0,47.24
3,3,324,19,81.77,0.7189,0.7078,1,241,2,77.12
4,2,236,13,89.68,0.9297,0.6389,1,26,1,80.07
2,1,137,8,66.7,0.6577,0.8437,0,234,9,70.25
4,2,208,10,0.0,0.0,0.7753,0,324,0,69.14
3,2,231,17,70.05,0.6384,0.5313,1,165,4,68.27
4,2,217,9,66.07,0.6524,0.7134,0,204,1,62.78
3,3,220,9,74.3,0.6609,0.6769,0,202,10,75.57
3,1,135,5,60.68,0.5648,0.8715,1,181,8,57.45
2,2,172,7,72.49,0.6416,0.768,1,303,4,67.56
1,2,144,11,42.85,0.3938,0.8479,1,201,5,47.41
2,1,208,15,41.45,0.4068,0.9119,1,119,4,44.52
1,1,32,2,45.52,0.4147,0.7177,1,58,4,45.54
3,3,51,3,63.06,0.5852,0.6623,1,43,8,64.25
3,1,112,5,0.0,0.0,0.7743,1,290,0,52.16
4,1,348,18,77.41,0.7162,0.7271,1,37,6,72.18
1,1,244,10,56.19,0.579,0.6316,1,110,10,58.28
1,2,52,3,57.41,0.55,0.8235,1,181,8,60.38
3,1,111,7,66.38,0.5688,0.5183,1,171,1,63.98
1,2,97,7,49.93,0.4773,0.7668,0,275,6,50.76
2,2,44,3,61.55,0.5433,0.5236,1,203,5,68.72
2,3,339,15,84.27,0.7403,0.5938,0,117,1,77.99
2,3,114,6,52.65,0.5524,0.7031,0,140,8,61.45
3,2,135,8,57.68,0.548,0.649,1,236,8,58.71
3,3,287,16,66.45,0.6861,0.6783,1,233,3,72.18
4,3,149,9,61.0,0.6024,0.5887,1,251,9,63.85
1,2,115,4,38.03,0.4038,0.882,1,209,6,42.17
2,2,286,22,50.69,0.4836,0.56,0,199,6,54.64
3,1,172,7,72.83,0.7501,0.669,1,297,4,66.41
4,1,320,16,55.83,0.5789,0.4114,0,208,5,47.6
3,1,198,10,54.12,0.5544,0.5983,1,330,2,48.84
2,2,171,9,64.7,0.6308,0.8344,1,23,5,59.56
2,2,314,17,58.89,0.6315,0.8286,1,222,10,65.72
1,2,281,21,54.59,0.5864,0.5984,1,246,6,60.23
4,1,267,19,0.0,0.0,0.583,1,12,0,69.57
4,2,308,12,0.0,0.0,0.57,1,150,0,61.16
1,2,228,10,48.58,0.4666,0.6533,0,83,9,37.53
2,2,232,15,56.91,0.5688,0.874,1,309,3,66.38
3,1,135,7,50.65,0.4407,0.5908,1,221,9,54.96
4,3,342,19,75.27,0.6446,0.7754,1,121,10,71.89
1,1,224,16,59.3,0.5209,0.6234,1,318,5,55.13
3,3,66,4,50.45,0.4632,0.7381,1,350,3,50.49
2,3,165,8,61.52,0.6068,0.5443,1,41,1,64.03
1,2,62,2,42.6,0.3718,0.9877,1,306,8,42.21
1,1,49,2,35.48,0.3825,0.609,0,223,10,27.6
4,1,41,2,61.11,0.6533,0.6232,1,83,1,61.5
2,2,281,11,67.62,0.6011,0.4756,0,48,5,61.81
4,1,74,4,55.79,0.4881,0.6911,1,50,9,55.84
1,2,84,5,61.51,0.6277,0.9085,1,79,2,64.16
3,2,291,15,64.21,0.56,0.3729,0,283,10,50.99
3,1,273,11,63.97,0.6988,0.755,1,261,1,57.61
4,2,61,4,70.48,0.6057,0.6508,1,66,1,69.84
3,1,152,7,47.21,0.4103,0.806,0,121,1,54.69
3,1,119,6,53.41,0.5271,0.6686,1,175,6,52.44
3,1,26,2,69.31,0.6004,0.7919,1,315,5,80.62
3,3,243,14,47.05,0.4595,0.7989,1,39,4,51.2
3,2,256,15,68.72,0.6467,0.9433,1,104,10,71.25
4,3,224,12,65.29,0.6139,0.6295,1,14,10,60.06
1,2,165,12,61.58,0.6019,0.7105,1,102,3,60.15
3,1,77,3,0.0,0.0,0.9902,1,220,0,61.54
4,3,76,4,58.91,0.5214,0.5843,1,266,8,57.8
2,1,142,10,48.87,0.4501,0.7355,1,89,2,54.34
2,2,177,14,68.83,0.601,0.7771,1,241,4,72.52
3,1,84,3,52.78,0.5734,0.6593,1,236,5,45.38
2,1,92,3,0.0,0.0,0.7183,1,70,0,44.45
3,2,262,13,0.0,0.0,0.5972,0,47,0,57.42
1,2,193,12,59.59,0.5979,0.5631,1,271,1,56.86
3,2,265,13,58.8,0.5187,0.3468,0,271,7,57.43
2,1,279,11,44.4,0.4487,0.8368,1,126,8,37.49
1,3,99,7,47.28,0.4544,0.9519,1,216,10,52.86
1,2,201,8,49.56,0.4946,0.8841,1,288,5,53.67
1,2,333,13,38.11,0.3582,0.6343,0,288,9,31.01
4,1,223,13,62.29,0.567,0.6367,1,237,7,60.03
3,1,252,14,52.25,0.4832,0.5293,1,193,3,53.47
2,3,270,12,66.24,0.6647,0.9244,1,161,9,68.22
4,1,190,8,0.0,0.0,0.8377,1,133,0,73.18
2,1,179,9,0.0,0.0,0.7272,1,74,0,27.77
3,1,228,11,68.28,0.6285,0.9641,1,206,5,73.66
2,2,108,6,45.47,0.4379,0.7196,0,123,5,42.31
3,3,332,21,66.05,0.6146,0.9052,1,278,2,64.51
4,1,96,4,66.68,0.5975,0.8086,1,56,6,64.69
3,1,332,24,63.46,0.613,0.5884,1,71,2,62.65
3,3,232,13,70.41,0.6821,0.5025,1,123,3,71.36
1,1,87,3,44.11,0.4336,0.6791,1,104,9,40.77
2,1,49,3,42.21,0.4267,0.6404,0,260,3,37.55
1,1,54,2,40.38,0.3867,0.5921,1,184,2,31.29
4,3,277,21,66.85,0.6274,0.5012,1,240,5,63.4
2,1,25,2,42.61,0.3768,0.8293,0,343,5,38.81
4,2,63,4,74.58,0.6879,0.9189,1,237,6,87.25
3,2,125,6,72.64,0.7943,0.7104,1,229,1,66.23
3,1,239,18,0.0,0.0,0.5801,1,54,0,57.45
3,2,62,2,55.29,0.4783,0.3381,0,68,9,39.54
4,1,222,11,69.12,0.6301,0.6762,0,73,7,65.14
3,3,218,9,84.84,0.874,0.6838,1,122,8,79.64
3,1,335,20,0.0,0.0,0.8164,0,135,0,56.37
2,3,300,15,65.97,0.5728,0.5405,0,316,2,54.16
4,2,270,12,65.46,0.6732,0.6625,0,113,8,63.36
3,3,61,2,66.55,0.5889,0.7284,0,351,5,53.5
1,2,244,14,49.32,0.4724,0.9384,1,198,2,57.36
2,2,186,7,68.74,0.6683,0.8363,1,170,3,62.06
4,3,295,16,65.72,0.6553,0.4533,0,305,4,57.9
1,1,182,10,50.04,0.4977,0.7094,1,206,2,60.43
3,1,240,10,73.66,0.7873,0.5897,1,128,7,66.18
4,3,135,8,62.12,0.6174,0.9343,1,346,4,65.85
3,1,174,7,73.88,0.7296,0.9675,1,352,7,73.33
3,2,315,17,57.07,0.5266,0.7295,1,114,2,65.31
2,3,174,9,52.33,0.5548,0.9737,1,134,10,59.57
2,3,53,2,67.71,0.6423,0.8649,1,16,4,74.06
4,1,96,4,62.71,0.5999,0.337,0,80,8,55.51
1,1,290,18,37.95,0.3959,0.6018,1,118,4,38.43
4,2,285,20,62.45,0.6253,0.87,1,53,8,68.43
3,3,154,7,67.13,0.6712,0.842,0,224,4,58.81
3,3,121,8,64.81,0.6108,0.954,1,120,9,67.37
1,1,80,3,54.92,0.5749,0.8455,1,338,4,59.69
1,3,293,13,55.0,0.5554,0.5179,1,140,9,49.79
1,2,148,11,42.6,0.3702,0.4816,0,277,6,44.34
1,2,183,10,42.14,0.4115,0.6435,0,16,5,41.55
3,2,169,9,73.11,0.6693,0.8099,0,29,7,68.26
2,2,232,9,52.44,0.5367,0.6021,1,62,8,49.2
4,2,289,11,76.94,0.813,0.6781,1,276,1,73.7
2,3,268,11,66.02,0.7039,0.9895,1,116,5,65.29
1,3,203,11,56.14,0.5119,0.9937,1,306,7,58.41
2,2,97,7,65.5,0.6116,0.6747,0,286,7,67.27
